;Identifier;Company Name_x;Country of Headquarters;Country of Exchange;Exchange Name;ISIN;Legal Entity ID (LEI);CVR;IPO Date;First Trade Date;ICB Industry name;ICB Sector name;ICB Subsector name;"Market Cap
(DKK)
1(best) - 100(worst)
Percentile Scoring";2025 AP release date;Half year reports;Unnamed: 17;Unnamed: 0_y;File;Company Name_y;Year;AI share;AI Paragraph;Sensing;Seizing;Transforming;DC_Sum;Total Assets Reported;City of Headquarters;Date of Incorporation;Employees;R&D Expenses;Revenue
85;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;140;ALL_COMPANIES/Nkt A-S/nkt_annual_report_2023.pdf;NKT A/S;2023;0.0033468322233006;['These advances within digitalization have posi-\ntively impacted demand within the low- and \nmedium-voltage segments. NKT also anticipates \nthat further opportunities could arise from the \naccelerated adoption of Artificial Intelligence that \nas an example can automatize traditional opera-\ntional processes.\n', 'ethical decision-making when adopting or \ndeveloping new data-driven technologies, \nsuch as the use of AI and similar. \n'];2;0;0;2;2767400000;BROENDBY;01/01/1990;3948.00.00;;2079000000.0
86;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;139;ALL_COMPANIES/Nkt A-S/nkt_annual_report_2022_final.pdf;NKT A/S;2022;00.00;[];0;0;0;0;2553400000;BROENDBY;01/01/1990;3886.00.00;;1906700000.0
87;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;144;ALL_COMPANIES/Nkt A-S/nkt_annual_report_2021_final_pdf-version.pdf;NKT A/S;2021;0.0044621608757734;['Technology has the power to transform our lives. There \nare amazing innovations such as autonomous electric \ncars, smartphones, quantum computing, artificial \nintelligence, stem cell and cancer research, renewable \nenergy and even space exploration. NKT Photonics’ \ncustomers are visionary innovators within these fields. \nThey are changing the world through their innovations, \nand we are ready to deliver the cutting-edge solutions \nthey need. Solutions for Innovators.\n', 'Technology has the power to transform \nour lives. This was true with the invention \nof penicillin, electricity and, more recently, \nthe internet. Today, the transformation \ncontinues with innovations such as \nautonomous electric cars, smartphones, \nquantum computing, artificial intelligence, \nstem cell and cancer research, renewa-\nble energy and even space exploration. \nNKT Photonics’ customers are visionary \ninnovators within these fields and many \nmore. They are changing the world, and \nNKT Photonics is ready to deliver the cut-\nting-edge solutions they need. Solutions \nfor innovators. \n', 'While still in its absolute infancy, quantum \ncomputing promises to massively speed \nup complex computational tasks and \nenable entirely new applications not pos-\nsible with classical computers. This has \nwidespread implications for everything \nfrom our financial systems to aerospace \nengineering and from artificial intelligence \nto drug development. \n'];2;0;0;2;2150600000;BROENDBY;01/01/1990;3706.00.00;;1470200000.0
88;NKT.CO;Nkt A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0010287663;529900197LKWCEQ0NL18;;1898-01-01;02/01/1985;Industrials;Electronic and Electrical Equipment;Electrical Components;13.00;;;;141;ALL_COMPANIES/Nkt A-S/nkt_annual_report_2020.pdf;NKT A/S;2020;0.0014711507341042;['Today, the transformation continues with \namazing innovations such as autonomous \nelectric cars, smartphones, quantum \ncomputing, artificial intelligence, stem cell \nand cancer research, renewable energy \nand even space exploration. NKT Pho-\ntonics’ customers are visionary innovators \nwithin these fields and many more. They \nare changing the world through their \ninnovations, and we are ready to deliver \nthe cutting-edge solutions they need. \nSolutions for Innovators. \n'];1;0;0;1;1789400000;BROENDBY;01/01/1990;;;1342400000.0
89;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;231;ALL_COMPANIES/ALK-Abello A-S/ALK_Annual report 2025.pdf;ALK-Abelló A/S;2025;0.0050535039733174;['Scaling ALK for future growth is another priority which entails \nongoing investments in digitalisation and AI, upskilling of \nemployees, as well as initiatives to achieve economies of scale, \n', 'ALK’s growth ambitions across therapy areas is supported by \nefforts to scale the business and realise economies of scale. \nStrengthening of procurement and IT processes and capabilities \nto exploit economies of scale and streamline the supplier \nlandscape continue in 2026, and ALK will increasingly invest \nin digital solutions and AI with multiple projects being initiated \nacross functional areas. \n', 'Experience in the development of \nnew vaccines, project management \nof drug discovery projects, and \nmost recently governance of data \ndigitalisation and AI projects.\n', 'Recognising the growing importance of digital \ncompetencies, ALK also identified a need to \nstrengthen AI skills across the organisation. \nA global training programme was launched \nin 2025, offering both basic and advanced \nmodules for all leaders and employees. The \nprogramme was well received, with more than \n1,000 participants, and demonstrates ALK’s \ncommitment to equipping employees for future \nneeds.\n', 'In North America, ALK sells bulk allergen extracts \nto healthcare professionals who prepare the \nallergy shots using various and unspecified \ndosing schedules. To estimate the number of bulk \nAIT-treated patients, SAP BI in-house data is used. \nSold volumes by allergen into patient-equivalent \ntreatments is converted by applying the average \nmL used per treatment. The “treatment doses” \n'];4;4;4;12;8246000000;Hoersholm;09/08/1961;2824.00.00;591866670.0;5537000000.0
90;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;232;ALL_COMPANIES/ALK-Abello A-S/ALK_Annual Report 2024.pdf;ALK-Abelló A/S;2024;0.002319539803303;['2025 will also see a strengthening of procurement processes \nand capabilities to exploit economies of scale and streamline \nthe supplier landscape, in addition to investments in AI and \ndigital solutions.  \n', 'Experience in the development of new \nvaccines, project management of drug \ndiscovery projects, and most recently \ngovernance of data digitalisation and \nAI projects.\n'];1;1;2;4;6726000000;Hoersholm;09/08/1961;2680.00.00;611700000.0;4824000000.0
91;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;228;ALL_COMPANIES/ALK-Abello A-S/ALK_AR-2023_web.pdf;ALK-Abelló A/S;2023;0.0019615535504119;['In 2024, ALK will further expand its digital \nengagement, while also using its digital \ncapabilities to deliver education and \ntraining to HCPs. In 2023, ALK trained \n13,254 HCPs (2022: 4,258) in allergies \nand AIT, while 52,673 HCPs (2022: 25,185) \nwere trained in allergic disease aware-\nness. This training will continue in 2024. \nIn addition, ALK is increasingly leveraging \nemerging technologies such as AI and \nmachine learning to improve outcomes for \npeople with allergy.\n'];2;1;1;4;6308000000;Hoersholm;09/08/1961;2537.00.00;655466670.0;4511000000.0
92;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;229;ALL_COMPANIES/ALK-Abello A-S/ALK_Annual-Report_2022_web.pdf;ALK-Abelló A/S;2022;00.00;['All of this is made possible by the \ninvestments ALK has made in back-end \ntechnologies such as intelligent modelling \n- including machine learning and lead \nscoring - which allow the aggregation of \nlarge-scale anonymised data, to create \ntailored, personalised experiences for the \nbenefit of individual consumers. This digital \ncloseness to people with allergy gives ALK \naccess to a continuous stream of real-\nworld evidence that offers valuable insights \nthat allow ALK to continually improve its \n'];3;4;2;9;5830000000;Hoersholm;09/08/1961;2447.00.00;676750000.0;3916000000.0
93;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;233;ALL_COMPANIES/ALK-Abello A-S/ALK_Annual_Report_2021_web.pdf;ALK-Abelló A/S;2021;00.00;[];0;0;0;0;5563000000;Hoersholm;09/08/1961;2391.00.00;649325000.0;3491000000.0
94;ALKb.CO;ALK-Abello A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0061802139;529900SGCREUZCZ7P020;;01/01/1961;30/11/1992;Health Care;Pharmaceuticals and Biotechnology;Pharmaceuticals;13.00;;;;230;ALL_COMPANIES/ALK-Abello A-S/ALK_Annual_Report_2020_web.pdf;ALK-Abelló A/S;2020;00.00;[];0;0;0;0;5495000000;Hoersholm;09/08/1961;;548700000.0;3274000000.0
95;ISS.CO;ISS A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060542181;213800LEZA58SZNCBN19;;13/03/2014;13/03/2014;Industrials;Industrial Support Services;Security Services;14.00;;;;122;ALL_COMPANIES/ISS A-S/ISS - AR 2025.pdf;ISS A/S;2025;0.0120754196208318;['To drive more efficient hiring processes, we have established a global Talent Acquisition \nCentre of Excellence and initiated the discovery and design phase for an AI driven \nrecruitment platform to reduce time-to-hire. Global roll-out will commence in 2026. \n', '•\t Implementation of a new global standard \nfor technical services with a specific focus \non critical environment management\n•\t Refresh and enhance our strategic Asset \nManagement product offering including \ntechnology/AI enhancements\n•\t Conduct a review of our overall delivery \nstrategy to include a review of functional \nleadership capability, operating model and \nassurance framework\n', 'The transition of finance processes to the European FSC in Gdańsk will \ncontinue through 2026, with optimisation planned in subsequent years. \nLooking ahead, ISS plans to extend similar services to Asia & Pacific \nand Americas, fulfilling our ambitions for effective and efficient finance \nservices. Simplified processes and disciplined master data governance are \nenablers for AI and automation at scale. \n', 'The evaluation identified a few focus areas to strengthen the Board’s \nperformance and value contribution further during 2026: i) enhanced focus \non talents and development of the succession bench for key executives \nwithin the organisation, ii) continued focus on industry trends and \ncompetitor activity from a strategic perspective and iii) renewed focus on \nbenefits of utilising AI.  \n', '•\t Code of Conduct\n•\t Sustainability policy\n•\t Corporate governance policy\n•\t Speak Up policy\n•\t Anti-corruption policy\n•\t Sanctions policy\n•\t Competition law policy\n•\t Escalation policy\n•\t Data ethics & AI policy\n•\t Data protection policy\n•\t Tax policy\n', 'To support this ambition, we established a Talent Acquisition Centre of \nExcellence in 2025 and initiated the discovery and design phase for an AI-\ndriven recruitment platform. Nine countries are participating to ensure a \nstrong, fit-for-purpose setup ahead of a global rollout starting in Q2 2026, \nwith Pacific and Sweden as the first implementation markets.\n', '•\t Data & AI Ethics policy\n•\t Group Data Protection policy\n•\t Group Information Security policy \n•\t Speak Up Policy\n•\t Supplier Code of Conduct \n•\t Supply Chain policy\n•\t Supply Chain & Procurement policy\n', 'Data privacy, data ethics, and information security are integral to daily \noperations at ISS. We operate within the framework of the Data Ethics & AI \nPolicy, Data Protection Policy, and Group Information Security Policy. These \nare supported by the Group Data Privacy & Legal Compliance team and the \nGroup Information Security function, along with local Data Protection and \nInformation Security Managers in each country where ISS operates. When \nservices require access to end-user data, ISS collaborates with customers \nto confirm that purpose, access, and retention are appropriate and legal, \nwhile expectations for third parties are managed through Supply Chain & \nProcurement policies. \n', 'The Data Ethics & AI Policy, aligned with the Charter of Fundamental Rights \nof the European Union, encompasses principles on self-determination, \nhuman dignity, responsibility, equality and fairness, progressiveness, \ndiversity and inclusion, and accountability. It applies organisation-wide to \nemployees as well as suppliers and business partners with access to data \non behalf of, or in collaboration with, ISS.\n', 'The Code of Conduct is reinforced by a set of key Group policies applicable \nto all employees, covering areas such as Competition Law, Sanctions Law, \nData Privacy and Protection, Data Ethics and AI compliance and Anti-\nCorruption. Each policy is accompanied by guidelines and processes to \nensure our adherence.\n', '•\t Code of Conduct\n•\t Speak Up policy\n•\t Anti-Corruption policy\n•\t Sanctions policy\n•\t Competition Law policy\n•\t Escalation policy\n•\t Data Ethics & AI policy\n', 'Data Ethics policy:\nISS-Data-Ethics-and-AI-Policy.pdf\nhttps://brand.issworld.com/m/1044f46d8334db60/\noriginal/ISS-Data-Ethics-and-AI-Policy.pdf\n', 'Front page photo\nAI-generated image\n'];4;3;3;10;50641000000;Soeborg;11/03/2005;352749.0;;83761000000.0
96;ISS.CO;ISS A/S;Denmark;Denmark;OMX Nordic Exchange Copenhagen A/S;DK0060542181;213800LEZA58SZNCBN19;;13/03/2014;13/03/2014;Industrials;Industrial Support Services;Security Services;14.00;;;;127;ALL_COMPANIES/ISS A-S/iss-annual-report-2024.pdf;ISS A/S;2024;0.0033369205228954;['2  Digital recruitment \nOptimising recruiting and onboarding is essential to ISS. \nWith currently around 120,000 new hires annually, this drives \nhigh recruitment and training costs. A new Talent Acquisition \nCentre will enhance talent attraction, supported by an AI-driven \nplatform.\n', 'Regulatory compliance\nIn recent years, we have observed an increase in activity from a \nnumber of regulatory bodies. We expect this trend to continue \nwith the implementation of regulations for CSDDD and AI on \nthe horizon. Many regulations, such as NIS 2.0 or DORA, impact \nus indirectly with compliance being driven by our customers \nwho are directly impacted by these regulations. We are con-\nstantly making efforts to identify such cases and demonstrate \nour compliance. \n', 'Risk that ISS will not be able to suffi-\nciently leverage rapidly emerging, new \ntechnologies (e.g. AI), leading to\nmissed opportunities related to poten-\ntial productivity gains and/or deploy-\nment of new services\n', 'Our Data Ethics Policy provides the overarching framework for \nhow we work with and manage data. It is aligned with the Char-\nter of Fundamental Rights of the European Union and includes \nprinciples on the areas of self-determination, human dignity, re-\nsponsibility, equality and fairness, progressiveness, diversity and \ninclusion and accountability. Further, it sets parameters around \nour use of AI systems. The policy applies to all ISS employees as \nwell as suppliers and business partners that have access to data \non behalf of or in collaboration with ISS. Implementation of the \npolicy is the joint responsibility of our Group Data Privacy & Legal \nCompliance function and our Global IT, Digitalisation & Services \nfunction.\n'];2;2;1;5;47693000000;Soeborg;11/03/2005;351053.0;;78681000000.0
